Date,DVOL_Close
2021-03-24,95.04
2021-03-25,89.74
2021-03-26,84.52
2021-03-27,79.69
2021-03-28,79.07
2021-03-29,83.71
2021-03-30,85.08
2021-03-31,86.45
2021-04-01,82.38
2021-04-02,81.28
2021-04-03,81.29
2021-04-04,82.42
2021-04-05,80.22
2021-04-06,81.01
2021-04-07,78.78
2021-04-08,74.31
2021-04-09,77.07
2021-04-10,81.54
2021-04-11,82.61
2021-04-12,84.5
2021-04-13,88.64
2021-04-14,83.85
2021-04-15,77.08
2021-04-16,77.67
2021-04-17,74.43
2021-04-18,88.4
2021-04-19,83.2
2021-04-20,82.96
2021-04-21,83.0
2021-04-22,87.39
2021-04-23,89.31
2021-04-24,94.08
2021-04-25,93.46
2021-04-26,82.66
2021-04-27,77.53
2021-04-28,76.96
2021-04-29,80.2
2021-04-30,75.09
2021-05-01,76.15
2021-05-02,79.09
2021-05-03,81.79
2021-05-04,87.96
2021-05-05,84.39
2021-05-06,82.14
2021-05-07,80.56
2021-05-08,83.57
2021-05-09,86.05
2021-05-10,90.26
2021-05-11,86.27
2021-05-12,93.86
2021-05-13,92.9
2021-05-14,98.46
2021-05-15,102.85
2021-05-16,105.28
2021-05-17,123.02
2021-05-18,117.01
2021-05-19,124.83
2021-05-20,119.77
2021-05-21,139.98
2021-05-22,140.05
2021-05-23,156.2
2021-05-24,125.12
2021-05-25,129.11
2021-05-26,117.02
2021-05-27,107.26
2021-05-28,122.55
2021-05-29,129.3
2021-05-30,123.61
2021-05-31,106.47
2021-06-01,108.23
2021-06-02,103.17
2021-06-03,99.19
2021-06-04,102.91
2021-06-05,108.52
2021-06-06,105.93
2021-06-07,108.32
2021-06-08,111.04
2021-06-09,105.82
2021-06-10,99.46
2021-06-11,97.22
2021-06-12,99.39
2021-06-13,102.86
2021-06-14,98.88
2021-06-15,96.77
2021-06-16,95.25
2021-06-17,95.28
2021-06-18,94.73
2021-06-19,91.89
2021-06-20,95.63
2021-06-21,106.23
2021-06-22,107.01
2021-06-23,102.21
2021-06-24,100.99
2021-06-25,105.3
2021-06-26,106.7
2021-06-27,106.41
2021-06-28,104.3
2021-06-29,98.86
2021-06-30,104.51
2021-07-01,102.38
2021-07-02,99.23
2021-07-03,98.02
2021-07-04,95.89
2021-07-05,96.39
2021-07-06,95.74
2021-07-07,94.93
2021-07-08,94.43
2021-07-09,90.89
2021-07-10,90.57
2021-07-11,88.71
2021-07-12,90.51
2021-07-13,90.81
2021-07-14,86.97
2021-07-15,85.55
2021-07-16,82.59
2021-07-17,82.78
2021-07-18,83.52
2021-07-19,88.46
2021-07-20,91.49
2021-07-21,87.86
2021-07-22,84.64
2021-07-23,81.75
2021-07-24,81.31
2021-07-25,83.9
2021-07-26,87.68
2021-07-27,91.84
2021-07-28,95.68
2021-07-29,93.24
2021-07-30,93.49
2021-07-31,89.55
2021-08-01,89.3
2021-08-02,88.52
2021-08-03,89.04
2021-08-04,91.94
2021-08-05,96.09
2021-08-06,93.62
2021-08-07,97.27
2021-08-08,95.99
2021-08-09,106.97
2021-08-10,103.35
2021-08-11,100.53
2021-08-12,98.06
2021-08-13,100.3
2021-08-14,97.48
2021-08-15,98.69
2021-08-16,98.3
2021-08-17,96.68
2021-08-18,95.81
2021-08-19,94.5
2021-08-20,93.06
2021-08-21,92.71
2021-08-22,94.83
2021-08-23,93.64
2021-08-24,92.85
2021-08-25,93.62
2021-08-26,93.87
2021-08-27,90.92
2021-08-28,90.11
2021-08-29,90.6
2021-08-30,92.08
2021-08-31,91.08
2021-09-01,93.65
2021-09-02,92.82
2021-09-03,90.15
2021-09-04,91.3
2021-09-05,93.37
2021-09-06,92.86
2021-09-07,95.16
2021-09-08,92.31
2021-09-09,91.95
2021-09-10,90.57
2021-09-11,89.46
2021-09-12,92.13
2021-09-13,92.14
2021-09-14,90.9
2021-09-15,90.32
2021-09-16,84.17
2021-09-17,82.35
2021-09-18,84.7
2021-09-19,85.72
2021-09-20,91.76
2021-09-21,96.26
2021-09-22,88.73
2021-09-23,83.84
2021-09-24,86.92
2021-09-25,85.88
2021-09-26,89.12
2021-09-27,89.25
2021-09-28,92.27
2021-09-29,91.77
2021-09-30,90.97
2021-10-01,85.84
2021-10-02,83.97
2021-10-03,85.56
2021-10-04,89.62
2021-10-05,92.68
2021-10-06,89.38
2021-10-07,88.13
2021-10-08,88.19
2021-10-09,87.42
2021-10-10,89.23
2021-10-11,90.49
2021-10-12,93.37
2021-10-13,95.0
2021-10-14,97.87
2021-10-15,90.71
2021-10-16,86.8
2021-10-17,89.66
2021-10-18,92.4
2021-10-19,94.15
2021-10-20,93.04
2021-10-21,92.52
2021-10-22,86.73
2021-10-23,86.31
2021-10-24,89.88
2021-10-25,84.45
2021-10-26,89.01
2021-10-27,88.45
2021-10-28,89.87
2021-10-29,87.58
2021-10-30,87.17
2021-10-31,87.64
2021-11-01,85.45
2021-11-02,87.23
2021-11-03,85.84
2021-11-04,84.73
2021-11-05,85.71
2021-11-06,87.07
2021-11-07,86.59
2021-11-08,86.69
2021-11-09,84.68
2021-11-10,86.36
2021-11-11,85.23
2021-11-12,88.44
2021-11-13,87.74
2021-11-14,87.22
2021-11-15,85.04
2021-11-16,87.28
2021-11-17,89.88
2021-11-18,90.12
2021-11-19,85.78
2021-11-20,85.44
2021-11-21,85.94
2021-11-22,88.98
2021-11-23,89.91
2021-11-24,90.42
2021-11-25,86.52
2021-11-26,86.06
2021-11-27,83.72
2021-11-28,86.32
2021-11-29,82.85
2021-11-30,84.08
2021-12-01,83.64
2021-12-02,85.26
2021-12-03,84.55
2021-12-04,87.29
2021-12-05,89.39
2021-12-06,86.84
2021-12-07,86.0
2021-12-08,87.16
2021-12-09,90.3
2021-12-10,89.98
2021-12-11,88.72
2021-12-12,92.25
2021-12-13,90.29
2021-12-14,92.34
2021-12-15,89.34
2021-12-16,86.78
2021-12-17,85.34
2021-12-18,87.43
2021-12-19,87.83
2021-12-20,87.31
2021-12-21,86.04
2021-12-22,82.99
2021-12-23,82.99
2021-12-24,82.57
2021-12-25,81.08
2021-12-26,80.26
2021-12-27,83.29
2021-12-28,76.7
2021-12-29,80.73
2021-12-30,80.68
2021-12-31,75.51
2022-01-01,70.91
2022-01-02,72.06
2022-01-03,71.94
2022-01-04,72.52
2022-01-05,75.64
2022-01-06,73.19
2022-01-07,73.86
2022-01-08,71.56
2022-01-09,73.5
2022-01-10,74.1
2022-01-11,75.37
2022-01-12,71.81
2022-01-13,67.51
2022-01-14,65.13
2022-01-15,62.95
2022-01-16,62.22
2022-01-17,65.23
2022-01-18,67.27
2022-01-19,65.96
2022-01-20,65.24
2022-01-21,77.8
2022-01-22,81.0
2022-01-23,77.29
2022-01-24,78.59
2022-01-25,81.26
2022-01-26,80.39
2022-01-27,80.14
2022-01-28,74.77
2022-01-29,75.18
2022-01-30,74.32
2022-01-31,70.99
2022-02-01,71.81
2022-02-02,75.0
2022-02-03,74.14
2022-02-04,70.14
2022-02-05,67.37
2022-02-06,70.69
2022-02-07,69.18
2022-02-08,70.27
2022-02-09,69.81
2022-02-10,70.81
2022-02-11,72.34
2022-02-12,71.32
2022-02-13,73.05
2022-02-14,72.16
2022-02-15,70.59
2022-02-16,68.07
2022-02-17,71.54
2022-02-18,68.83
2022-02-19,67.72
2022-02-20,73.92
2022-02-21,77.69
2022-02-22,75.22
2022-02-23,73.78
2022-02-24,79.88
2022-02-25,71.44
2022-02-26,72.49
2022-02-27,80.65
2022-02-28,77.47
2022-03-01,76.99
2022-03-02,73.8
2022-03-03,73.7
2022-03-04,79.28
2022-03-05,77.39
2022-03-06,79.72
2022-03-07,80.7
2022-03-08,80.93
2022-03-09,81.01
2022-03-10,80.13
2022-03-11,79.73
2022-03-12,81.13
2022-03-13,82.47
2022-03-14,82.43
2022-03-15,81.98
2022-03-16,81.79
2022-03-17,75.18
2022-03-18,70.75
2022-03-19,71.66
2022-03-20,72.67
2022-03-21,71.8
2022-03-22,71.19
2022-03-23,69.58
2022-03-24,65.47
2022-03-25,62.41
2022-03-26,66.62
2022-03-27,68.62
2022-03-28,63.04
2022-03-29,62.04
2022-03-30,62.44
2022-03-31,64.11
2022-04-01,59.54
2022-04-02,59.26
2022-04-03,59.47
2022-04-04,60.54
2022-04-05,62.88
2022-04-06,66.05
2022-04-07,61.74
2022-04-08,62.19
2022-04-09,59.72
2022-04-10,61.08
2022-04-11,68.28
2022-04-12,65.22
2022-04-13,63.61
2022-04-14,62.1
2022-04-15,60.4
2022-04-16,61.05
2022-04-17,63.59
2022-04-18,63.47
2022-04-19,62.46
2022-04-20,62.19
2022-04-21,63.51
2022-04-22,61.12
2022-04-23,61.34
2022-04-24,62.62
2022-04-25,65.57
2022-04-26,66.78
2022-04-27,65.09
2022-04-28,63.0
2022-04-29,60.54
2022-04-30,62.23
2022-05-01,62.44
2022-05-02,62.42
2022-05-03,64.92
2022-05-04,60.58
2022-05-05,63.13
2022-05-06,62.19
2022-05-07,64.87
2022-05-08,68.59
2022-05-09,84.91
2022-05-10,81.61
2022-05-11,101.25
2022-05-12,114.58
2022-05-13,99.66
2022-05-14,93.57
2022-05-15,92.34
2022-05-16,96.37
2022-05-17,91.46
2022-05-18,100.59
2022-05-19,91.11
2022-05-20,88.56
2022-05-21,84.12
2022-05-22,82.49
2022-05-23,82.54
2022-05-24,82.27
2022-05-25,82.57
2022-05-26,81.63
2022-05-27,84.72
2022-05-28,80.91
2022-05-29,81.2
2022-05-30,75.39
2022-05-31,73.06
2022-06-01,74.75
2022-06-02,73.43
2022-06-03,71.33
2022-06-04,70.96
2022-06-05,72.04
2022-06-06,68.51
2022-06-07,71.51
2022-06-08,71.7
2022-06-09,72.57
2022-06-10,72.55
2022-06-11,75.05
2022-06-12,93.99
2022-06-13,106.0
2022-06-14,103.09
2022-06-15,89.15
2022-06-16,119.65
2022-06-17,108.67
2022-06-18,115.03
2022-06-19,109.97
2022-06-20,99.27
2022-06-21,97.96
2022-06-22,99.76
2022-06-23,91.46
2022-06-24,90.66
2022-06-25,86.66
2022-06-26,90.26
2022-06-27,89.09
2022-06-28,87.5
2022-06-29,91.37
2022-06-30,94.14
2022-07-01,92.97
2022-07-02,92.23
2022-07-03,92.07
2022-07-04,86.99
2022-07-05,86.08
2022-07-06,82.25
2022-07-07,81.35
2022-07-08,78.39
2022-07-09,73.55
2022-07-10,75.86
2022-07-11,80.52
2022-07-12,85.86
2022-07-13,80.89
2022-07-14,81.35
2022-07-15,78.7
2022-07-16,81.99
2022-07-17,81.29
2022-07-18,83.39
2022-07-19,82.9
2022-07-20,83.99
2022-07-21,82.38
2022-07-22,84.28
2022-07-23,80.45
2022-07-24,83.17
2022-07-25,81.35
2022-07-26,81.39
2022-07-27,76.49
2022-07-28,76.89
2022-07-29,75.03
2022-07-30,78.55
2022-07-31,78.66
2022-08-01,77.69
2022-08-02,77.79
2022-08-03,75.87
2022-08-04,73.67
2022-08-05,71.85
2022-08-06,71.7
2022-08-07,73.6
2022-08-08,75.17
2022-08-09,74.67
2022-08-10,70.87
2022-08-11,71.48
2022-08-12,70.27
2022-08-13,70.6
2022-08-14,70.89
2022-08-15,70.2
2022-08-16,71.55
2022-08-17,75.32
2022-08-18,74.82
2022-08-19,81.24
2022-08-20,77.7
2022-08-21,79.02
2022-08-22,80.35
2022-08-23,77.78
2022-08-24,75.59
2022-08-25,73.83
2022-08-26,72.6
2022-08-27,73.03
2022-08-28,76.17
2022-08-29,73.2
2022-08-30,75.78
2022-08-31,75.04
2022-09-01,77.83
2022-09-02,74.66
2022-09-03,77.86
2022-09-04,76.01
2022-09-05,76.88
2022-09-06,81.46
2022-09-07,76.12
2022-09-08,75.72
2022-09-09,75.12
2022-09-10,78.15
2022-09-11,78.91
2022-09-12,79.15
2022-09-13,81.07
2022-09-14,78.19
2022-09-15,76.05
2022-09-16,70.57
2022-09-17,69.14
2022-09-18,74.86
2022-09-19,70.23
2022-09-20,75.86
2022-09-21,76.7
2022-09-22,74.81
2022-09-23,74.23
2022-09-24,73.21
2022-09-25,75.88
2022-09-26,76.71
2022-09-27,76.88
2022-09-28,79.4
2022-09-29,77.52
2022-09-30,74.06
2022-10-01,72.26
2022-10-02,76.42
2022-10-03,70.07
2022-10-04,69.87
2022-10-05,71.16
2022-10-06,68.73
2022-10-07,65.99
2022-10-08,64.84
2022-10-09,67.51
2022-10-10,68.98
2022-10-11,70.6
2022-10-12,70.2
2022-10-13,66.11
2022-10-14,62.08
2022-10-15,62.66
2022-10-16,63.27
2022-10-17,60.01
2022-10-18,62.26
2022-10-19,60.9
2022-10-20,61.44
2022-10-21,62.19
2022-10-22,62.14
2022-10-23,64.07
2022-10-24,64.31
2022-10-25,65.61
2022-10-26,66.28
2022-10-27,61.41
2022-10-28,55.08
2022-10-29,57.8
2022-10-30,60.36
2022-10-31,59.63
2022-11-01,59.92
2022-11-02,56.41
2022-11-03,53.98
2022-11-04,54.19
2022-11-05,55.9
2022-11-06,56.76
2022-11-07,59.48
2022-11-08,76.66
2022-11-09,114.72
2022-11-10,93.12
2022-11-11,102.11
2022-11-12,102.92
2022-11-13,107.88
2022-11-14,98.18
2022-11-15,89.99
2022-11-16,98.64
2022-11-17,76.97
2022-11-18,74.71
2022-11-19,72.41
2022-11-20,80.26
2022-11-21,80.81
2022-11-22,79.71
2022-11-23,75.27
2022-11-24,72.21
2022-11-25,64.89
2022-11-26,65.49
2022-11-27,67.12
2022-11-28,67.44
2022-11-29,64.8
2022-11-30,64.05
2022-12-01,60.05
2022-12-02,58.75
2022-12-03,61.15
2022-12-04,61.84
2022-12-05,56.01
2022-12-06,56.74
2022-12-07,61.83
2022-12-08,55.71
2022-12-09,58.71
2022-12-10,59.55
2022-12-11,61.79
2022-12-12,61.15
2022-12-13,60.66
2022-12-14,55.19
2022-12-15,57.74
2022-12-16,63.31
2022-12-17,62.29
2022-12-18,66.48
2022-12-19,63.62
2022-12-20,60.1
2022-12-21,59.12
2022-12-22,56.14
2022-12-23,53.67
2022-12-24,52.35
2022-12-25,53.68
2022-12-26,53.22
2022-12-27,54.05
2022-12-28,57.19
2022-12-29,54.59
2022-12-30,49.82
2022-12-31,48.31
2023-01-01,46.96
2023-01-02,50.02
2023-01-03,48.95
2023-01-04,46.87
2023-01-05,45.45
2023-01-06,43.61
2023-01-07,42.02
2023-01-08,42.79
2023-01-09,44.06
2023-01-10,45.47
2023-01-11,47.55
2023-01-12,51.42
2023-01-13,61.12
2023-01-14,73.62
2023-01-15,70.2
2023-01-16,64.92
2023-01-17,63.35
2023-01-18,63.34
2023-01-19,56.9
2023-01-20,59.48
2023-01-21,65.79
2023-01-22,61.99
2023-01-23,64.38
2023-01-24,61.33
2023-01-25,61.49
2023-01-26,57.0
2023-01-27,55.0
2023-01-28,54.49
2023-01-29,58.92
2023-01-30,56.4
2023-01-31,58.82
2023-02-01,58.04
2023-02-02,57.71
2023-02-03,54.25
2023-02-04,54.16
2023-02-05,55.23
2023-02-06,54.56
2023-02-07,53.31
2023-02-08,52.99
2023-02-09,51.95
2023-02-10,48.69
2023-02-11,47.13
2023-02-12,47.5
2023-02-13,50.65
2023-02-14,49.17
2023-02-15,52.67
2023-02-16,58.8
2023-02-17,60.77
2023-02-18,58.37
2023-02-19,59.94
2023-02-20,60.75
2023-02-21,60.82
2023-02-22,56.83
2023-02-23,54.93
2023-02-24,50.49
2023-02-25,50.29
2023-02-26,51.34
2023-02-27,50.44
2023-02-28,50.37
2023-03-01,54.71
2023-03-02,53.72
2023-03-03,52.2
2023-03-04,51.57
2023-03-05,50.84
2023-03-06,51.78
2023-03-07,51.46
2023-03-08,50.12
2023-03-09,54.39
2023-03-10,54.2
2023-03-11,59.82
2023-03-12,58.87
2023-03-13,62.24
2023-03-14,63.46
2023-03-15,64.15
2023-03-16,62.45
2023-03-17,66.59
2023-03-18,67.25
2023-03-19,73.34
2023-03-20,68.23
2023-03-21,70.06
2023-03-22,63.89
2023-03-23,66.43
2023-03-24,65.06
2023-03-25,61.59
2023-03-26,63.23
2023-03-27,62.12
2023-03-28,60.13
2023-03-29,64.49
2023-03-30,62.74
2023-03-31,58.52
2023-04-01,58.17
2023-04-02,60.28
2023-04-03,61.83
2023-04-04,59.65
2023-04-05,58.02
2023-04-06,57.06
2023-04-07,54.5
2023-04-08,55.26
2023-04-09,58.56
2023-04-10,62.16
2023-04-11,60.18
2023-04-12,55.87
2023-04-13,55.47
2023-04-14,53.46
2023-04-15,53.81
2023-04-16,56.4
2023-04-17,55.6
2023-04-18,55.63
2023-04-19,55.71
2023-04-20,56.11
2023-04-21,54.82
2023-04-22,54.53
2023-04-23,54.22
2023-04-24,52.72
2023-04-25,52.38
2023-04-26,55.47
2023-04-27,55.07
2023-04-28,50.73
2023-04-29,50.68
2023-04-30,53.3
2023-05-01,53.19
2023-05-02,53.21
2023-05-03,52.92
2023-05-04,51.9
2023-05-05,51.67
2023-05-06,50.53
2023-05-07,51.68
2023-05-08,51.34
2023-05-09,51.98
2023-05-10,50.86
2023-05-11,51.21
2023-05-12,50.09
2023-05-13,48.35
2023-05-14,48.02
2023-05-15,52.28
2023-05-16,50.57
2023-05-17,49.72
2023-05-18,46.28
2023-05-19,46.52
2023-05-20,46.34
2023-05-21,47.02
2023-05-22,47.58
2023-05-23,50.08
2023-05-24,51.3
2023-05-25,47.77
2023-05-26,45.24
2023-05-27,43.09
2023-05-28,49.94
2023-05-29,47.12
2023-05-30,44.68
2023-05-31,43.93
2023-06-01,42.13
2023-06-02,41.4
2023-06-03,39.75
2023-06-04,41.69
2023-06-05,40.11
2023-06-06,43.65
2023-06-07,45.63
2023-06-08,41.35
2023-06-09,40.8
2023-06-10,43.37
2023-06-11,42.81
2023-06-12,46.45
2023-06-13,45.38
2023-06-14,44.66
2023-06-15,46.63
2023-06-16,45.06
2023-06-17,42.95
2023-06-18,45.41
2023-06-19,45.22
2023-06-20,52.71
2023-06-21,55.83
2023-06-22,51.05
2023-06-23,52.71
2023-06-24,49.15
2023-06-25,49.51
2023-06-26,49.51
2023-06-27,48.92
2023-06-28,48.44
2023-06-29,43.52
2023-06-30,46.06
2023-07-01,46.56
2023-07-02,47.88
2023-07-03,49.05
2023-07-04,46.61
2023-07-05,46.45
2023-07-06,47.96
2023-07-07,45.04
2023-07-08,44.01
2023-07-09,43.89
2023-07-10,44.26
2023-07-11,43.96
2023-07-12,41.26
2023-07-13,45.15
2023-07-14,42.21
2023-07-15,42.98
2023-07-16,42.1
2023-07-17,42.9
2023-07-18,42.67
2023-07-19,40.53
2023-07-20,41.62
2023-07-21,38.76
2023-07-22,39.07
2023-07-23,39.27
2023-07-24,38.25
